solution_id,solution_short_name,solution_short_desc,submission_languages,ecosystem_restoration_verification,alternative_credit_scoring,generative_grant_proposal_writing,predictive_infrastructure_maintenance,multilingual_advisory_chatbots,pest_disease_outbreak_prediction,renewable_grid_load_balancing,hyper_local_weather_hazard_forecasting,precision_agriculture_advisory,infrastructure_integrity_monitoring,automated_impact_reporting_viz,groundwater_resource_forecasting,scalability_replication_modeling,long_term_climate_suitability_modeling,automated_land_use_cover_change_detection,digital_mrv_measurement_reporting_verif,personalized_behavioral_nudging,adaptive_learning_training_platforms,vulnerability_equity_targeting,supply_chain_logistics_optimization,voice_first_community_sentiment_analysis,stakeholder_donor_matching,knowledge_synthesis_retrieval,biodiversity_bio_acoustics_id
130,SUSTENERGY EC,,,0.056714604,0.025538692,0.020088096,0.026024136,0.058368882,0.035591202,0.060550276,0.071989804,0.079736753,0.11232046,0.115171864,0.080414385,0.05182051,0.130003309,0.127435312,0.118819512,0.115142651,0.118697019,0.105683533,0.134306015,0.12588166,0.140328342,0.158332536,0.157266847
785,LPM Wanua North Sulawesi,,,0.042525383,0.029826177,0.026406069,0.034764615,0.058917299,0.070341317,0.060830464,0.076227859,0.075872012,0.093089065,0.095535673,0.091039719,0.070842288,0.102961991,0.128940249,0.104902765,0.089319994,0.103470675,0.117438676,0.113575676,0.125147372,0.14967385,0.141737551,0.293759587
125,Smart Havens Africa,,,0.05950918,0.06080575,0.03219544,0.054014626,0.064145107,0.061175036,0.088173412,0.064324327,0.067316717,0.079285877,0.181321387,0.097033883,0.058876621,0.084974783,0.118464374,0.111129703,0.097626039,0.103304299,0.179913712,0.107893155,0.145082369,0.1549114,0.144740967,0.137665675
590,"City of Arlington, Texas",,,0.046339088,0.041614642,0.039983228,0.050166095,0.048272424,0.056587435,0.056633375,0.085452043,0.075529814,0.185395493,0.088549046,0.08266264,0.160071175,0.083070098,0.098074345,0.093577916,0.092597153,0.107295731,0.186757166,0.123470173,0.111128843,0.131168284,0.120443587,0.122377379
577,City of Ottawa,,,0.042147125,0.03402013,0.041645211,0.032396685,0.044406129,0.054120922,0.050853087,0.078104088,0.08082004,0.170681653,0.081480744,0.077406495,0.149158926,0.078485915,0.083663784,0.094967152,0.084362043,0.100177059,0.171892871,0.098012203,0.12967646,0.120480425,0.104033086,0.10854353
187,WeavAir,,,0.049755863,0.064463876,0.054675381,0.127750532,0.066568538,0.079710828,0.107225988,0.101563334,0.112941938,0.088898274,0.11003468,0.095502557,0.092796662,0.081598734,0.189701279,0.170380086,0.121535089,0.102544443,0.142649362,0.154080121,0.127315998,0.114516502,0.1552159,0.140251397
164,Shushilan,,,0.062937176,0.066669462,0.061524749,0.061460791,0.077509647,0.077481448,0.067152399,0.119619405,0.130394493,0.125734258,0.101934832,0.100074169,0.172461851,0.116997362,0.1214428,0.10606263,0.108677424,0.117332174,0.144776811,0.127175097,0.204635707,0.209935849,0.151450867,0.142209922
833,TREE-Training Research Education for empowerment,,,0.042482135,0.061030315,0.051847091,0.066260874,0.107647429,0.081086764,0.111751762,0.140472128,0.110203499,0.08875993,0.098145598,0.122131281,0.137710071,0.114031291,0.099889633,0.115756635,0.105607966,0.106646439,0.134658771,0.130503645,0.123142497,0.156857564,0.11855883,0.141172954
611,"Floating Island, International",,,0.041463594,0.048515187,0.068644971,0.073158958,0.084372231,0.149434477,0.087813084,0.127588578,0.132109694,0.074987394,0.11294804,0.136367885,0.141353705,0.093179602,0.078450991,0.12632411,0.093004399,0.109895144,0.127351978,0.139724291,0.14289166,0.149771994,0.116677761,0.150454208
84,JouleBug,,,0.049067613,0.060813157,0.073443837,0.066438676,0.12642774,0.065391264,0.087583842,0.086947407,0.080558165,0.071474532,0.103872901,0.094641993,0.086483228,0.078600884,0.108175449,0.123843445,0.180569333,0.096045135,0.134735901,0.139374521,0.120613318,0.134399653,0.14545499,0.126715011
972,JouleBug,,,0.049067613,0.060813157,0.073443837,0.066438676,0.12642774,0.065391264,0.087583842,0.086947407,0.080558165,0.071474532,0.103872901,0.094641993,0.086483228,0.078600884,0.108175449,0.123843445,0.180569333,0.096045135,0.134735901,0.139374521,0.120613318,0.134399653,0.14545499,0.126715011
200,Curriculum with a Cause,,,0.035486309,0.052261198,0.063025625,0.068289499,0.135132486,0.057282405,0.073922517,0.088082275,0.086882275,0.063357455,0.090775379,0.092236046,0.094697259,0.076425375,0.110087238,0.132806531,0.093652729,0.136970289,0.13379929,0.142552078,0.145728208,0.117828494,0.151597172,0.127087256
752,Fundaci√≥n Red de Energ√≠a BUN-CA,,,0.054114291,0.064398776,0.047871901,0.041809697,0.091113483,0.059435216,0.115910172,0.076592532,0.090283517,0.09361227,0.095668142,0.079185793,0.079055557,0.097658835,0.113369443,0.098437893,0.104309284,0.119776286,0.133021098,0.131364874,0.121326245,0.137514163,0.144471287,0.122975294
73,Shanghai Minhang Jiangchuan Green Light-Year Environmental Service Center,,,0.064039997,0.051929038,0.054451406,0.071337741,0.080755829,0.0650192,0.145951884,0.085884646,0.094667426,0.103647181,0.086429265,0.08176249,0.084318316,0.100732069,0.105351522,0.124329404,0.156479383,0.102298034,0.144528354,0.131499476,0.159921804,0.148185777,0.151364668,0.130079793
598,Community Resilience Organizations,,,0.039886188,0.042176014,0.069700832,0.077714172,0.08497953,0.086497724,0.09823841,0.141208598,0.106064034,0.110863079,0.073788372,0.073336002,0.111348447,0.103124897,0.098539535,0.112173675,0.100366772,0.099040394,0.150651781,0.146477199,0.15081658,0.141464574,0.133112542,0.131881891
583,SF CARD,,,0.047836052,0.047364956,0.063203925,0.081370096,0.069363785,0.071439413,0.08532255,0.129805518,0.10192684,0.086146933,0.081468944,0.075233359,0.087124822,0.085908084,0.09835279,0.115753316,0.094169353,0.117691334,0.137539436,0.138509513,0.143185348,0.139440196,0.13991368,0.133455863
600,United Policyholders,,,0.037511885,0.04828507,0.061202019,0.065506613,0.08415817,0.082476008,0.085211444,0.128658441,0.100459831,0.081945453,0.081148336,0.085416805,0.099346241,0.081799163,0.088524919,0.13414084,0.113663774,0.11691931,0.169287775,0.180988078,0.136086514,0.12865275,0.145893803,0.12254657
76,The Kasiisi Project,,,0.039820457,0.067251203,0.060027278,0.061192575,0.080893325,0.074669627,0.082163984,0.10779623,0.098360233,0.076920279,0.093295383,0.066829505,0.092759374,0.111430865,0.124964072,0.146855896,0.099374259,0.101559596,0.164484078,0.167099965,0.141685414,0.125837689,0.136972153,0.157812442
619,CARD - Collaborating Agencies Responding to Disasters,,,0.050984465,0.064438288,0.057084225,0.081592703,0.073801414,0.083302609,0.091559839,0.133824038,0.099900818,0.087605046,0.091695909,0.091282493,0.102892316,0.098591552,0.112489792,0.152127663,0.123423469,0.105548409,0.173177348,0.184213133,0.157177526,0.137092635,0.17798793,0.154190237
66,Nada,,,0.053878591,0.048707277,0.067300511,0.080427536,0.07582567,0.06915593,0.103287246,0.101489133,0.095975453,0.083369476,0.09394653,0.0762254,0.106602893,0.091583295,0.105764366,0.151047078,0.127670881,0.095907394,0.149378116,0.200663885,0.148016303,0.1356042,0.165063046,0.138743867
146,Savory Institute,,,0.069993053,0.066205109,0.061465944,0.063608627,0.078024894,0.101638299,0.1030516,0.101515456,0.11496638,0.082242812,0.103878004,0.077414026,0.091683406,0.084237499,0.090799596,0.147672329,0.130946667,0.110829278,0.149746123,0.161835899,0.129567019,0.125391427,0.141782087,0.135698801
209,DearTomorrow,,,0.050406329,0.047172908,0.083001309,0.061312146,0.068642948,0.067819557,0.075625938,0.092316099,0.091005452,0.085445124,0.091482216,0.070293756,0.087553661,0.112713054,0.095954661,0.150246691,0.132445826,0.09749237,0.132440572,0.134250756,0.128813257,0.133269335,0.125871308,0.129210196
158,Climate Alliance,,,0.055171106,0.04861425,0.067322321,0.064370829,0.07830179,0.069698117,0.06112759,0.076363341,0.088422765,0.099186024,0.097669958,0.091318561,0.079208369,0.111067371,0.107404914,0.115684864,0.128226755,0.113420573,0.133412283,0.143081961,0.139407599,0.140398397,0.148498877,0.12152589
20,Boys & Girls Clubs of the Olympic Peninsula,,,0.04799576,0.052809356,0.057899663,0.048890295,0.086613533,0.063530023,0.078547308,0.092631935,0.095606073,0.084403958,0.122907644,0.077699508,0.085119829,0.1082462,0.111771769,0.122965138,0.125360741,0.114869832,0.143251552,0.142011628,0.147973829,0.155156623,0.159219675,0.154178016
1072,Inland Ocean Coalition,,,0.052718404,0.042670047,0.049809718,0.06531738,0.08003661,0.071134078,0.077455403,0.084451203,0.106657096,0.093618119,0.100337645,0.095105075,0.095618259,0.090160988,0.108523534,0.120603424,0.11035085,0.134018123,0.142687389,0.144799372,0.151133289,0.15925424,0.150481358,0.144603698
104,Curtin University,,,0.059093779,0.056939099,0.07331252,0.060099729,0.068117844,0.084823789,0.089881612,0.106913786,0.121644715,0.098216852,0.116364951,0.091693518,0.096915477,0.095912319,0.108961014,0.122154271,0.130824572,0.13305162,0.143116666,0.145162704,0.141814214,0.142605408,0.150298002,0.1630439
154,EcoChena Spa,,,0.04784874,0.057180536,0.074354248,0.065592505,0.071027765,0.103094666,0.068113346,0.089183626,0.096885385,0.085542314,0.10994886,0.084283853,0.090524475,0.09800544,0.118970109,0.13885033,0.134585546,0.109968688,0.158829237,0.146665862,0.156593482,0.143713678,0.16571206,0.13962443
135,"Cool Choices, Inc.",,,0.047972363,0.066014955,0.079571814,0.076611758,0.078270875,0.068276055,0.08827683,0.094420203,0.097758405,0.085779936,0.104529004,0.094030169,0.095723743,0.090578636,0.126078931,0.137931233,0.142746121,0.106751945,0.158783406,0.147150577,0.159746426,0.145728061,0.159075283,0.143433206
13,Ecoed Life - under Commit HCS Ltd,,,0.042327651,0.053777739,0.063743418,0.062309751,0.091276328,0.075571872,0.084820333,0.091029642,0.118584451,0.087510006,0.098346083,0.076320333,0.099797361,0.100006758,0.109146654,0.134720455,0.175916915,0.110417249,0.14029846,0.146422586,0.148582471,0.131810224,0.155748073,0.130184071
117,Ducky,,,0.041645478,0.052508439,0.051938653,0.07378668,0.088288289,0.063488522,0.069643678,0.082613324,0.095500145,0.077749024,0.106592994,0.068258167,0.105709475,0.109345696,0.094968261,0.127524372,0.137188744,0.086491658,0.129365767,0.121554773,0.135394042,0.128249107,0.133613361,0.118496293
115,"Better Buying Lab, World Resources Institute",,,0.048845343,0.055707064,0.0580805,0.079419529,0.107787972,0.077743719,0.072848305,0.08811727,0.081648802,0.08744145,0.11552157,0.083764979,0.100636026,0.098077689,0.119286595,0.141910699,0.108397459,0.096014649,0.157283639,0.146746686,0.141239265,0.117256448,0.168195418,0.141999547
96,"University of Michigan, School for Environment and Sustainability",,,0.048091953,0.057124645,0.057932896,0.070148769,0.096678159,0.076801077,0.082837249,0.094454676,0.094573792,0.089320469,0.104173649,0.086410766,0.088728625,0.112201066,0.119993954,0.141495542,0.132784805,0.104396869,0.151676262,0.144355744,0.142209815,0.126701214,0.163679182,0.131960884
185,Alternative Technology Association,,,0.052127217,0.060069708,0.058068187,0.075523261,0.103829859,0.07786445,0.095661381,0.095835303,0.094814289,0.097215911,0.118420479,0.091820882,0.094779027,0.095522341,0.114560758,0.144720779,0.114149497,0.113751939,0.170741145,0.158221105,0.140197132,0.14487204,0.171552169,0.146487972
587,ColterDurham,,,0.05711916,0.069300541,0.060182587,0.090405334,0.11657796,0.076548523,0.082340352,0.116037771,0.09441874,0.098770491,0.106650113,0.105454706,0.098880156,0.112453601,0.127016437,0.141009113,0.129241551,0.110158042,0.160648521,0.173701363,0.149960487,0.151506717,0.164485641,0.143686243
1056,WaterWays,,,0.048285787,0.051392131,0.057657132,0.096283771,0.106227978,0.076394048,0.080281001,0.101347507,0.099789166,0.123173475,0.107229252,0.112233972,0.089013188,0.104929476,0.116898255,0.14781227,0.108469314,0.116880613,0.156391857,0.165378653,0.167062067,0.150815659,0.167429066,0.175665178
89,"Change is Simple, Inc",,,0.04978037,0.054863247,0.080867547,0.059605462,0.091370718,0.071011718,0.111479991,0.092704665,0.108502571,0.082953259,0.095967945,0.082018666,0.10197776,0.091963167,0.141234426,0.136232037,0.13878613,0.131910625,0.148083221,0.156011326,0.162152486,0.197609598,0.152430367,0.130016177
22,GreenDependent Institute,,,0.057444494,0.054318826,0.083222521,0.07078954,0.080258748,0.076249693,0.114170487,0.108788903,0.109374823,0.098218966,0.111383437,0.095164756,0.10203126,0.106186727,0.123676576,0.135908759,0.130398856,0.139222269,0.221813369,0.146505312,0.194485565,0.154882907,0.158889288,0.139375705
176,TreeSIsters,,,0.052128096,0.049242875,0.0568142,0.074117995,0.10465609,0.076412937,0.095796048,0.116368927,0.131676078,0.084120726,0.082774486,0.071002643,0.115949987,0.104937313,0.09359212,0.176477999,0.108832812,0.100700616,0.159414242,0.153739773,0.187816831,0.191069254,0.147713883,0.162189515
609,"City of Norfolk, Virginia",,,0.05298651,0.064606095,0.040474684,0.077869551,0.079680404,0.09192979,0.093127567,0.158318217,0.094262327,0.089074576,0.104305138,0.086384796,0.120837519,0.098410427,0.129115385,0.15177272,0.109769002,0.094478508,0.203047862,0.157212021,0.158462262,0.130068369,0.187996713,0.17812921
615,"Virginia Institute of Marine Science, The College of William & Mary",,,0.051432111,0.060478919,0.045751352,0.074854626,0.07709479,0.091003765,0.085617355,0.159207941,0.097424763,0.154039952,0.107872305,0.092941958,0.125066134,0.124762435,0.119662555,0.15073948,0.102237019,0.088189087,0.198465271,0.15206362,0.146366574,0.129255904,0.175704925,0.151803748
635,Climate Central,,,0.040190893,0.067754257,0.071370163,0.077732141,0.084431627,0.085481825,0.075112607,0.164987411,0.107743471,0.116042664,0.120292387,0.072762867,0.09562151,0.102281865,0.108135504,0.142507378,0.105879159,0.100622819,0.163295928,0.139496639,0.144763978,0.118234645,0.162783789,0.13939997
596,"PSR, Arizona",,,0.04100569,0.056557845,0.073187486,0.065532205,0.077643721,0.092011968,0.141039478,0.16509843,0.105754645,0.090587345,0.09549961,0.083891965,0.095379462,0.104902997,0.11177984,0.13181807,0.099252044,0.117448999,0.184501067,0.152836823,0.144024659,0.123143908,0.138491919,0.162030297
646,Wildlife Friendly Enterprise Network,,,0.04628971,0.062233806,0.048979584,0.061889431,0.084863865,0.09990657,0.090033553,0.102725922,0.107979674,0.078495816,0.085539372,0.083314637,0.107503651,0.092963994,0.118480252,0.131284429,0.09967653,0.103053958,0.141935693,0.162969987,0.129623286,0.12477955,0.147123849,0.235787168
55,Society for the Conservation of Nature of Liberia (SCNL),,,0.06736844,0.084410206,0.057307611,0.039797567,0.067620856,0.074323744,0.082042914,0.09614993,0.113338487,0.079341131,0.107805376,0.075801231,0.081520456,0.09904,0.162956968,0.159244022,0.137858773,0.117968629,0.140833877,0.146824252,0.144775017,0.146190376,0.149828205,0.215095893
798,Himalayan Nature,,,0.05556527,0.05175637,0.055111289,0.063913745,0.058211009,0.074415924,0.062219267,0.100622465,0.122860922,0.091724409,0.109107669,0.07758947,0.081154681,0.131771066,0.172229931,0.127547078,0.112935299,0.116795088,0.167329784,0.144525049,0.14278376,0.132048428,0.155793025,0.197348818
1120,Conservation International Suriname,,,0.053164615,0.059594991,0.048352699,0.052981658,0.076734724,0.060854815,0.064967391,0.092202163,0.099604075,0.10146061,0.106410102,0.081243051,0.093302677,0.116363196,0.166772603,0.110839194,0.095496064,0.126174115,0.133006219,0.138112035,0.155274551,0.146244543,0.13553921,0.22803617
747,ICCO Cooperation,,,0.045040723,0.037483871,0.047729222,0.042487721,0.075210625,0.069181639,0.082570554,0.097847614,0.104464995,0.097802853,0.085184624,0.074451543,0.085420484,0.10062155,0.179798144,0.130840945,0.12287822,0.105547127,0.136602554,0.146128815,0.143809321,0.138829946,0.140879064,0.237199109
805,Urku Estudios Amaz√Ønicos,,,0.057528628,0.054399535,0.040793919,0.047463319,0.098292555,0.07012265,0.06790463,0.10866566,0.107876486,0.078635851,0.08803436,0.078085893,0.088255947,0.143421883,0.183322527,0.140395645,0.102149616,0.106835886,0.128984851,0.14087541,0.141763019,0.139758232,0.151773075,0.175311253
766,FORO para el Desarrollo Sustentable AC,,,0.060067258,0.05907647,0.050190655,0.057847032,0.060608733,0.075812527,0.069284082,0.09457843,0.099820049,0.106956835,0.0983932,0.093158465,0.102058654,0.165359339,0.158177098,0.115053306,0.106209666,0.128077856,0.136831778,0.129831282,0.14175301,0.155960277,0.171977002,0.220887358
1117,Salqa Peru,,,0.069267949,0.04956984,0.051343643,0.059791575,0.070133914,0.052945843,0.059982082,0.082907137,0.08233485,0.102161849,0.121520907,0.087657449,0.083461515,0.179787391,0.176854971,0.134725039,0.128967108,0.132070956,0.142216732,0.144439447,0.155830493,0.15213567,0.175281854,0.208510275
792,Asociacin Ambiente Sur,,,0.066777208,0.04243094,0.033166836,0.051370162,0.080479957,0.059673023,0.064754749,0.107815003,0.098072055,0.121019592,0.115833534,0.097069781,0.094881236,0.155745549,0.181441063,0.132323002,0.119537376,0.136453976,0.160058661,0.15345306,0.157029034,0.173398016,0.171360049,0.201020276
499,TROPICAL FOREST AND RURAL DEVELOPMENT,,,0.07020437,0.054264446,0.04365348,0.054080095,0.065710728,0.086782948,0.061645909,0.095230065,0.110641968,0.114634402,0.131576585,0.104736387,0.079423682,0.154806171,0.177306253,0.148817066,0.120956434,0.136817601,0.152431524,0.163661104,0.162060506,0.161155079,0.181821769,0.231409652
1099,Instituto de Ecolog√≠a Regional,,,0.071798345,0.055412283,0.055220121,0.049441175,0.08327336,0.066774111,0.078251503,0.118572901,0.10801621,0.124852553,0.120526075,0.09458114,0.09444726,0.142108574,0.18257079,0.15878312,0.138226801,0.134468735,0.14994262,0.166356828,0.174867079,0.173610429,0.190978303,0.236084032
509,ARU (Agroforestry Resources Unlimited),,,0.099498851,0.03982045,0.047538779,0.064100481,0.077969745,0.065146836,0.078554279,0.100768747,0.107992744,0.126818413,0.116973534,0.095018914,0.092595861,0.160882487,0.142782065,0.169305467,0.11953359,0.137744392,0.160143173,0.165896406,0.17174047,0.189047208,0.174288748,0.228876404
507,Guayacanal Foundation,,,0.083668161,0.05361073,0.046217556,0.044241118,0.077994043,0.059835327,0.06633199,0.089198028,0.117915305,0.120090538,0.118431759,0.10609269,0.091633031,0.147646855,0.129071521,0.143331485,0.125446289,0.154360992,0.140860426,0.141000928,0.157993534,0.206145728,0.173425906,0.222711929
768,TRY ASSOCIATION OF WOMEN COCKLE AND OYSTER HARVESTERS,,,0.12087142,0.04871711,0.051159297,0.048450504,0.065434139,0.066493468,0.070458337,0.096309983,0.103274624,0.112525636,0.091386691,0.102717156,0.078300125,0.101930007,0.11076816,0.117027571,0.1032018,0.129882995,0.145078325,0.143414353,0.14243884,0.157185773,0.143574163,0.163702899
92,Instituto Perene,,,0.107292742,0.056731652,0.047470254,0.048479826,0.076025858,0.065351823,0.073091242,0.091149946,0.097857178,0.105687518,0.113783799,0.102350898,0.087933591,0.114342626,0.113660753,0.143776275,0.127771994,0.127343834,0.143578612,0.171482749,0.149783369,0.1683762,0.158463606,0.184089894
767,Bohol Island State University (BISU) Calape,,,0.097924733,0.026674973,0.042497169,0.03963566,0.058087161,0.052553401,0.057994279,0.107702151,0.098799627,0.118609198,0.101325318,0.080413544,0.072324236,0.149995182,0.140311969,0.138934164,0.107990875,0.126913892,0.126845735,0.131596195,0.157864916,0.151208591,0.162042132,0.1708405
132,"LGU-Pilar,Cebu",,,0.073652502,0.029315926,0.032616689,0.034081173,0.065777721,0.048412482,0.056942328,0.094557351,0.107715019,0.113164945,0.099497062,0.082287937,0.063594105,0.121533029,0.150839601,0.108354371,0.113308736,0.139170162,0.124413825,0.130779256,0.148870391,0.165917661,0.152663439,0.158760857
1104,Biological Education Program-Guanacaste Conservation Area,,,0.081473497,0.035530661,0.040118158,0.037039213,0.062658257,0.051946541,0.054905258,0.080568478,0.09676011,0.118278295,0.117631243,0.105548096,0.073029353,0.133121089,0.136153534,0.107410139,0.113349883,0.166842032,0.138774878,0.132568274,0.155867774,0.188348686,0.16890869,0.174600222
205,Instituto Assiah,,,0.060640855,0.039289072,0.038033473,0.046869042,0.061526841,0.057738553,0.080005999,0.084317191,0.104765355,0.116467747,0.134601024,0.105746483,0.070131929,0.148344209,0.137742037,0.130123488,0.147565564,0.140096959,0.134495345,0.128677176,0.164347779,0.180363719,0.175134032,0.170244552
1132,Profonanpe,,,0.070682858,0.036034951,0.047960844,0.038853242,0.064853125,0.065953549,0.064152474,0.107025843,0.119858769,0.108614653,0.115987994,0.083907118,0.088929912,0.136849628,0.123105824,0.138105828,0.129342875,0.140406796,0.140499785,0.150663506,0.157214456,0.176430972,0.161389288,0.183883954
136,Instituto Monitoramento Mirim Costeiro,,,0.065674267,0.024581504,0.047022496,0.036182532,0.070585417,0.0515361,0.061821547,0.097091451,0.103239566,0.128822416,0.11183168,0.091653131,0.082758715,0.136488383,0.124807267,0.126410841,0.145803909,0.159174093,0.131502016,0.135343406,0.145019176,0.179859992,0.167795001,0.176056358
119,ETE ARCOVERDE,,,0.057317772,0.036907303,0.051486595,0.044020649,0.073011043,0.05623204,0.06321292,0.086354894,0.098110298,0.105831481,0.098586597,0.083935443,0.078381246,0.129786311,0.126010242,0.127823776,0.145356738,0.137135115,0.136312061,0.137681796,0.152033027,0.160474371,0.163033116,0.158255295
179,Instituto de Estudos da REligi√£o,,,0.053639665,0.03852321,0.053841054,0.044788431,0.074948908,0.063092023,0.071135134,0.089015466,0.109008703,0.105047798,0.115709161,0.080047489,0.0792105,0.125556318,0.116659292,0.121750487,0.112133785,0.122761171,0.131766066,0.145024843,0.173786092,0.151868551,0.162383185,0.157482931
193,Mariquilombo,,,0.064603224,0.067985829,0.047154632,0.034351032,0.063294685,0.059038834,0.059150252,0.078248363,0.103637856,0.1073034,0.106088875,0.075218339,0.072085074,0.110208332,0.127822817,0.131757623,0.114765099,0.127390514,0.125758676,0.123132224,0.152107404,0.177600787,0.157235389,0.154036163
155,Associa√ß√£o Prato Cheio,,,0.060588938,0.051455395,0.044661929,0.045597014,0.061784132,0.067499978,0.062758547,0.086422596,0.087492841,0.104742244,0.121695661,0.078737392,0.079312699,0.112512061,0.116247832,0.131488266,0.119984196,0.114222123,0.129577857,0.155537292,0.134685936,0.150030109,0.168870718,0.17155289
817,Carbon Offset Aggregation Cooperative,,,0.079667816,0.046914261,0.033263644,0.048866485,0.060380209,0.055073812,0.060173428,0.073735912,0.09958358,0.099342106,0.094754325,0.078042864,0.069307957,0.135876329,0.128167102,0.15719313,0.121776263,0.115636616,0.124683642,0.122995545,0.137241463,0.169963727,0.170090288,0.205742603
511,TAGADIRT,,,0.062037157,0.03341024,0.041603023,0.043240303,0.072073335,0.070707189,0.095022824,0.097664537,0.108407239,0.105259889,0.122257355,0.101768427,0.068243617,0.126290581,0.130469876,0.152355836,0.106838679,0.124223332,0.10382728,0.125933499,0.167037329,0.148595288,0.161124713,0.202163728
145,Global Initiative for Food Security and Ecosystem Preservation,,,0.078295573,0.026593512,0.048854796,0.05637091,0.066953258,0.071527681,0.106101248,0.090507598,0.146038612,0.129961075,0.095579945,0.079235121,0.102148676,0.150723908,0.124258387,0.163265208,0.140709932,0.127890747,0.130493589,0.145048407,0.140871746,0.181317922,0.154990278,0.174015873
588,City of Hattiesburg,,,0.045366682,0.051824167,0.041023107,0.050273736,0.055479894,0.082792379,0.066937031,0.130358064,0.069670971,0.103981407,0.100108602,0.108348673,0.091802532,0.103224937,0.109141414,0.122132195,0.08387148,0.103077029,0.193107659,0.140507295,0.109351607,0.132262572,0.139346552,0.136942891
797,ECO FUEL AFRICA LIMITED (EFA),,,0.070751137,0.076855751,0.046821088,0.061013783,0.06625011,0.077600903,0.076658968,0.094546327,0.083786965,0.090691964,0.094297535,0.105676747,0.080106478,0.103108008,0.117596852,0.132555397,0.102729453,0.094405733,0.181794438,0.171655498,0.133003821,0.140098828,0.149670174,0.139663604
301,Fundaci√≥n PASOS,,,0.056129517,0.062622594,0.050243836,0.059140201,0.068471133,0.084682945,0.076258411,0.09770535,0.099053147,0.098355393,0.088633561,0.086715128,0.097219648,0.122653227,0.107226931,0.119296353,0.1017365,0.107577829,0.150343888,0.151584393,0.124236626,0.145454944,0.154245939,0.142367617
599,Hennepin County Emergency Management,,,0.055755679,0.066536466,0.043707301,0.073091319,0.065368817,0.076245916,0.090141097,0.110282745,0.095977465,0.090958358,0.106217021,0.091010421,0.088241991,0.109693372,0.10632831,0.110253302,0.098077138,0.110027784,0.144532623,0.127941667,0.130176074,0.13746807,0.142526631,0.119061903
85,the Inga Foundation,,,0.066822919,0.08395228,0.044321851,0.053451168,0.064429124,0.082035765,0.066671983,0.081304774,0.124456329,0.087726258,0.09725758,0.074718533,0.075736469,0.117908975,0.110883768,0.132349169,0.099064079,0.109353303,0.123981223,0.1316048,0.123099361,0.163688016,0.138442615,0.133645227
350,"SYNECOCULTURE PROJECT (SONY COMPUTER SCIENCE LABORATORIES, INC., SAKURA NATURE SCHOOL, AFIDRA)",,,0.04708509,0.046981668,0.047026348,0.038860259,0.06493469,0.075120435,0.058802078,0.086595767,0.123826357,0.101609413,0.101264225,0.087533695,0.078698515,0.12834269,0.103422429,0.113966623,0.082675547,0.106346122,0.115356565,0.114882882,0.130319066,0.128701314,0.145610623,0.170135767
540,Afghanistan Agriculture Expert Association(AAEA),,,0.041250807,0.063356588,0.040049433,0.048491494,0.06143792,0.082823816,0.057621042,0.088621861,0.110142817,0.085294778,0.082803714,0.090145251,0.082009764,0.106559542,0.110990031,0.123405399,0.088678456,0.084319046,0.126386746,0.128864319,0.109463906,0.14389268,0.152606776,0.14495235
812,Research Centre for Resources and Rural development,,,0.046952776,0.056678537,0.05465046,0.046575614,0.050708197,0.100023737,0.073536717,0.11436817,0.085244657,0.10468233,0.102068977,0.081657729,0.088413734,0.111293394,0.106650238,0.133899739,0.094694071,0.100334228,0.138929018,0.14219063,0.132427187,0.132738235,0.156596535,0.168619354
631,Virginia Institute of Marine Science Foundation,,,0.047708168,0.0551913,0.031830321,0.048511401,0.054748058,0.065308011,0.073665003,0.136236431,0.086710968,0.094529834,0.102182113,0.093576809,0.085312242,0.105420376,0.121714592,0.127077527,0.097712068,0.106710044,0.120216689,0.128566065,0.124344859,0.132288821,0.127145951,0.140086366
835,Western Philippines University,,,0.070633332,0.038582169,0.040986009,0.055603752,0.05351248,0.055684467,0.067406764,0.102208408,0.105292643,0.111585331,0.114583369,0.08126162,0.062087585,0.103334696,0.126529145,0.116742291,0.097869917,0.106464033,0.114322856,0.127645977,0.117357121,0.151834627,0.131478582,0.152763678
133,Evidn,,,0.090621562,0.060318029,0.033134044,0.067936741,0.05802196,0.075939095,0.07518457,0.083010004,0.094271877,0.11449801,0.099719676,0.10803029,0.103066861,0.117717413,0.113749075,0.146404017,0.117167025,0.1066482,0.145561147,0.136487197,0.156565651,0.150427014,0.159422621,0.139240852
194,SAMPAP√â,,,0.061346077,0.064880578,0.037059247,0.064413466,0.069105019,0.068667005,0.071921898,0.083998294,0.110430591,0.122723614,0.108707645,0.089807856,0.101358469,0.116972873,0.113422685,0.127650576,0.10777311,0.137000168,0.155249692,0.160282495,0.141796707,0.168973812,0.146197135,0.147302764
826,Caribbean Coastal Area Management (C-CAM) Foundation,,,0.059364699,0.039003399,0.036877149,0.057423085,0.07573325,0.059077544,0.070832621,0.109737858,0.099674513,0.113862036,0.094789159,0.096864972,0.083457292,0.117653228,0.13266333,0.114848475,0.117542208,0.141108807,0.143022062,0.137238782,0.145784279,0.159171471,0.156408612,0.147743647
